Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2025-04-22,Z2,35.8,62.79,0,647.23
2025-04-22,Z3,34.75,65.15,0,653.48
2025-04-22,Z4,31.89,55.77,0,666.44
2025-04-22,Z5,31.67,66.69,0,700.24
2025-04-23,Z1,31.11,59.75,0,573.48
2025-04-23,Z2,32.71,70.64,0,640.84
2025-04-23,Z3,34.35,61.8,1,754.29
2025-04-23,Z4,33.01,58.68,0,649.47
2025-04-23,Z5,36.87,60.92,0,723.31
2025-04-24,Z1,33.5,55.01,0,629.6
2025-04-24,Z2,32.62,56.09,1,707.89
2025-04-24,Z3,30.57,66.08,0,649.13
2025-04-24,Z4,32.57,72.88,0,687.09
2025-04-24,Z5,35.41,59.61,0,669.98
2025-04-25,Z1,33.8,59.42,0,652.95
2025-04-25,Z2,30.39,61.79,0,605.02
2025-04-25,Z3,31.33,62.34,0,644.26
2025-04-25,Z4,34.92,60.32,0,686.62
2025-04-25,Z5,38.22,49.96,0,708.97
2025-04-26,Z1,34.19,63.55,1,709.0
2025-04-26,Z2,34.96,60.14,0,638.24
2025-04-26,Z3,31.62,58.57,0,646.72
2025-04-26,Z4,32.19,65.17,0,667.76
2025-04-26,Z5,37.23,60.86,0,715.42
2025-04-27,Z1,31.53,66.49,0,614.63
2025-04-27,Z2,35.46,58.77,0,623.77
2025-04-27,Z3,38.23,55.53,0,661.77
2025-04-27,Z4,30.9,57.38,0,609.9
2025-04-27,Z5,30.3,69.74,0,690.01
2025-04-28,Z1,30.8,71.09,0,583.69
2025-04-28,Z2,33.99,56.24,0,628.66
2025-04-28,Z3,33.58,53.72,0,675.74
2025-04-28,Z4,37.19,58.33,0,709.79
2025-04-28,Z5,33.38,68.68,0,696.27
2025-04-29,Z1,30.98,63.96,0,584.73
2025-04-29,Z2,31.83,61.34,0,626.18
2025-04-29,Z3,28.67,67.32,0,614.45
2025-04-29,Z4,35.8,64.39,0,709.96
2025-04-29,Z5,30.32,66.27,0,688.94
2025-04-30,Z1,28.68,62.66,0,554.32
2025-04-30,Z2,35.16,54.1,0,624.43
2025-04-30,Z3,36.07,53.62,0,631.82
2025-04-30,Z4,32.87,64.44,0,701.04
2025-04-30,Z5,30.36,61.65,0,670.75
2025-05-01,Z1,32.06,65.56,0,618.93
2025-05-01,Z2,33.93,53.13,0,633.54
2025-05-01,Z3,32.95,63.3,0,604.01
2025-05-01,Z4,34.03,66.38,0,704.92
2025-05-01,Z5,34.18,63.31,0,691.59
2025-05-02,Z1,34.98,57.34,0,625.35
2025-05-02,Z2,34.51,64.38,0,657.52
2025-05-02,Z3,33.81,49.24,0,627.43
2025-05-02,Z4,35.02,64.22,0,687.42
2025-05-02,Z5,34.54,64.33,0,684.96
2025-05-03,Z1,34.54,60.7,0,654.15
2025-05-03,Z2,33.62,60.19,0,634.74
2025-05-03,Z3,29.24,71.25,0,614.05
2025-05-03,Z4,31.52,65.36,0,679.08
2025-05-03,Z5,34.91,53.26,0,687.2
2025-05-04,Z1,32.17,57.81,0,570.98
2025-05-04,Z2,30.41,70.16,0,609.87
2025-05-04,Z3,33.15,58.33,0,660.5
2025-05-04,Z4,31.22,69.96,0,680.5
2025-05-04,Z5,33.15,68.79,0,725.68
2025-05-05,Z1,32.64,55.73,0,586.69
2025-05-05,Z2,32.3,60.16,1,685.38
2025-05-05,Z3,33.42,57.78,0,673.24
2025-05-05,Z4,32.13,59.65,0,690.4
2025-05-05,Z5,30.37,61.38,0,630.75
2025-05-06,Z1,33.01,66.73,1,691.81
2025-05-06,Z2,31.82,64.06,0,621.02
2025-05-06,Z3,33.63,62.35,0,637.53
2025-05-06,Z4,30.66,68.48,0,686.08
2025-05-06,Z5,35.29,51.83,0,704.52
2025-05-07,Z1,35.2,61.16,1,719.62
2025-05-07,Z2,33.72,69.6,0,663.45
2025-05-07,Z3,32.71,62.08,0,639.26
2025-05-07,Z4,29.92,64.53,0,658.36
2025-05-07,Z5,34.29,55.61,1,768.28
2025-05-08,Z1,32.78,63.8,0,613.66
2025-05-08,Z2,32.19,54.78,0,607.4
2025-05-08,Z3,32.89,69.95,0,688.84
2025-05-08,Z4,32.06,64.26,0,672.17
2025-05-08,Z5,34.2,57.31,0,670.81
2025-05-09,Z1,32.83,58.59,0,632.11
2025-05-09,Z2,34.96,62.08,0,652.87
2025-05-09,Z3,33.11,65.6,0,684.45
2025-05-09,Z4,34.32,61.45,0,711.73
2025-05-09,Z5,34.33,59.62,0,659.52
2025-05-10,Z1,33.43,65.63,0,613.27
2025-05-10,Z2,32.39,69.87,0,655.52
2025-05-10,Z3,30.82,56.1,0,578.07
2025-05-10,Z4,31.76,67.54,0,655.33
2025-05-10,Z5,32.86,66.1,0,694.79
2025-05-11,Z1,31.76,70.46,0,601.03
2025-05-11,Z2,31.76,65.95,0,605.23
2025-05-11,Z3,33.89,65.95,0,642.87
2025-05-11,Z4,30.51,64.98,0,620.89
2025-05-11,Z5,30.05,58.34,0,643.69
2025-05-12,Z1,34.65,54.62,0,579.18
2025-05-12,Z2,32.18,58.56,0,586.55
2025-05-12,Z3,32.67,64.42,0,667.12
2025-05-12,Z4,33.48,64.56,0,654.88
2025-05-12,Z5,33.36,56.7,0,690.96
2025-05-13,Z1,31.69,61.83,0,599.44
2025-05-13,Z2,36.02,57.58,0,651.78
2025-05-13,Z3,32.09,61.36,0,611.12
2025-05-13,Z4,33.73,60.54,0,659.04
2025-05-13,Z5,34.57,70.87,0,745.14
2025-05-14,Z1,27.75,72.68,0,608.47
2025-05-14,Z2,27.14,67.88,0,603.86
2025-05-14,Z3,36.85,59.41,0,655.28
2025-05-14,Z4,30.62,62.34,0,640.19
2025-05-14,Z5,29.84,64.5,0,671.27
2025-05-15,Z1,31.7,63.05,0,598.76
2025-05-15,Z2,30.77,74.38,0,654.05
2025-05-15,Z3,32.86,70.94,0,671.96
2025-05-15,Z4,32.97,51.6,0,643.24
2025-05-15,Z5,29.66,64.33,0,664.11
2025-05-16,Z1,34.22,59.85,0,599.53
2025-05-16,Z2,32.09,63.2,0,617.61
2025-05-16,Z3,34.06,63.42,0,660.2
2025-05-16,Z4,30.96,65.09,0,652.0
2025-05-16,Z5,34.87,54.74,0,674.66
2025-05-17,Z1,30.81,63.27,0,628.23
2025-05-17,Z2,31.49,69.96,0,651.19
2025-05-17,Z3,33.36,55.95,0,644.15
2025-05-17,Z4,35.08,66.9,0,702.75
2025-05-17,Z5,32.22,69.83,0,718.93
2025-05-18,Z1,34.99,56.41,0,623.28
2025-05-18,Z2,32.53,64.79,1,740.62
2025-05-18,Z3,34.82,64.1,0,672.95
2025-05-18,Z4,29.87,67.12,0,633.43
2025-05-18,Z5,33.8,58.05,0,666.33
2025-05-19,Z1,31.07,56.91,1,654.9
2025-05-19,Z2,31.87,64.24,0,613.85
2025-05-19,Z3,32.83,67.32,0,675.81
2025-05-19,Z4,29.61,65.88,0,647.59
2025-05-19,Z5,29.46,61.07,0,637.52
2025-05-20,Z1,33.08,54.29,0,605.6
2025-05-20,Z2,32.79,65.34,0,613.98
2025-05-20,Z3,34.55,58.15,0,651.37
2025-05-20,Z4,32.38,54.8,0,623.92
2025-05-20,Z5,34.01,64.34,1,794.92
2025-05-21,Z1,32.22,64.36,0,592.35
2025-05-21,Z2,31.8,69.0,0,616.2
2025-05-21,Z3,29.52,64.26,0,648.96
2025-05-21,Z4,30.36,55.58,0,646.83
2025-05-21,Z5,32.8,68.85,0,721.49
2025-05-22,Z1,35.46,64.37,0,639.04
2025-05-22,Z2,31.71,63.41,0,655.88
2025-05-22,Z3,30.44,57.79,0,608.01
2025-05-22,Z4,32.16,52.34,0,664.3
2025-05-22,Z5,32.52,65.94,0,723.98
2025-05-23,Z1,35.2,57.28,0,627.28
2025-05-23,Z2,30.97,64.04,0,590.28
2025-05-23,Z3,33.31,68.4,0,671.36
2025-05-23,Z4,29.24,59.73,0,640.87
2025-05-23,Z5,35.26,57.08,0,706.72
2025-05-24,Z1,33.81,65.42,0,631.35
2025-05-24,Z2,31.24,66.55,0,600.96
2025-05-24,Z3,30.53,56.2,1,727.4
2025-05-24,Z4,34.66,68.2,0,677.56
2025-05-24,Z5,30.85,68.8,0,689.67
2025-05-25,Z1,28.76,69.36,0,585.43
2025-05-25,Z2,31.44,59.08,0,629.6
2025-05-25,Z3,31.52,67.58,1,771.19
2025-05-25,Z4,30.78,63.31,0,643.14
2025-05-25,Z5,30.6,60.66,0,652.97
2025-05-26,Z1,29.47,56.88,0,564.89
2025-05-26,Z2,30.37,63.43,1,675.73
2025-05-26,Z3,29.95,61.98,0,644.62
2025-05-26,Z4,29.9,63.34,0,673.29
2025-05-26,Z5,28.6,64.5,0,664.45
2025-05-27,Z1,30.67,60.08,0,612.61
2025-05-27,Z2,31.3,64.88,0,598.92
2025-05-27,Z3,31.44,58.54,0,611.65
2025-05-27,Z4,30.69,54.88,0,627.4
2025-05-27,Z5,30.5,61.32,0,677.51
2025-05-28,Z1,33.88,66.77,0,638.2
2025-05-28,Z2,31.38,53.98,0,575.34
2025-05-28,Z3,29.6,73.92,0,643.11
2025-05-28,Z4,33.09,61.6,0,662.46
2025-05-28,Z5,32.7,59.66,0,641.68
2025-05-29,Z1,29.97,63.54,1,692.03
2025-05-29,Z2,27.94,65.3,0,647.83
2025-05-29,Z3,31.04,56.37,0,603.25
2025-05-29,Z4,31.26,57.29,0,650.44
2025-05-29,Z5,29.24,63.07,0,667.64
2025-05-30,Z1,29.93,65.41,0,599.13
2025-05-30,Z2,32.74,59.69,0,623.65
2025-05-30,Z3,28.62,68.39,0,635.09
2025-05-30,Z4,28.1,70.3,0,638.22
2025-05-30,Z5,31.39,65.1,0,688.78
2025-05-31,Z1,28.89,68.41,0,573.61
2025-05-31,Z2,29.64,69.51,0,615.57
2025-05-31,Z3,28.29,63.37,0,611.66
2025-05-31,Z4,31.94,71.01,0,673.44
2025-05-31,Z5,24.67,67.84,0,656.43
2025-06-01,Z1,29.28,62.72,0,557.5
2025-06-01,Z2,31.55,64.53,0,608.43
2025-06-01,Z3,30.02,65.27,0,620.42
2025-06-01,Z4,29.44,67.0,0,618.44
2025-06-01,Z5,29.41,66.84,0,651.08
2025-06-02,Z1,29.03,60.32,0,601.46
2025-06-02,Z2,28.63,67.99,0,596.12
2025-06-02,Z3,31.23,73.01,1,743.09
2025-06-02,Z4,29.53,73.14,0,665.28
2025-06-02,Z5,29.47,65.21,1,776.31
2025-06-03,Z1,30.1,68.37,0,568.33
2025-06-03,Z2,31.45,61.27,1,720.77
2025-06-03,Z3,30.78,59.41,1,705.42
2025-06-03,Z4,31.46,70.9,1,751.74
2025-06-03,Z5,27.15,67.3,0,635.84
2025-06-04,Z1,31.55,61.12,1,685.28
2025-06-04,Z2,27.25,62.27,1,688.51
2025-06-04,Z3,29.73,50.31,0,639.98
2025-06-04,Z4,28.81,70.31,0,667.45
2025-06-04,Z5,27.66,76.08,0,668.04
2025-06-05,Z1,30.59,58.88,0,600.99
2025-06-05,Z2,28.35,61.37,0,594.1
2025-06-05,Z3,32.83,61.86,0,609.34
2025-06-05,Z4,26.67,78.27,0,652.34
2025-06-05,Z5,27.39,66.23,0,665.86
2025-06-06,Z1,30.34,65.66,0,632.21
2025-06-06,Z2,30.87,63.05,0,630.24
2025-06-06,Z3,29.0,66.46,0,604.4
2025-06-06,Z4,29.06,66.69,0,632.23
2025-06-06,Z5,29.39,64.54,0,629.36
2025-06-07,Z1,30.26,64.41,0,599.9
2025-06-07,Z2,28.27,76.17,0,590.15
2025-06-07,Z3,30.4,55.27,0,634.32
2025-06-07,Z4,28.91,72.72,0,679.77
2025-06-07,Z5,28.06,61.55,0,634.82
2025-06-08,Z1,25.9,54.94,0,525.95
2025-06-08,Z2,26.33,71.09,0,602.08
2025-06-08,Z3,25.2,67.86,1,704.01
2025-06-08,Z4,32.85,62.02,0,656.56
2025-06-08,Z5,29.84,60.25,1,793.7
2025-06-09,Z1,29.78,64.55,0,573.17
2025-06-09,Z2,30.0,65.79,0,607.23
2025-06-09,Z3,27.52,56.56,0,616.12
2025-06-09,Z4,29.63,71.36,0,650.44
2025-06-09,Z5,28.2,61.45,0,612.77
2025-06-10,Z1,27.51,68.52,0,569.54
2025-06-10,Z2,27.92,61.08,0,579.66
2025-06-10,Z3,25.59,71.02,0,613.82
2025-06-10,Z4,28.11,73.75,0,680.92
2025-06-10,Z5,29.02,74.14,0,712.98
2025-06-11,Z1,27.45,66.06,0,577.2
2025-06-11,Z2,30.86,64.84,0,631.19
2025-06-11,Z3,28.03,70.24,0,615.26
2025-06-11,Z4,24.55,71.16,0,614.25
2025-06-11,Z5,28.28,74.25,0,660.94
2025-06-12,Z1,30.38,67.54,1,725.03
2025-06-12,Z2,27.35,68.02,0,588.08
2025-06-12,Z3,26.83,69.97,1,723.49
2025-06-12,Z4,25.99,65.43,0,598.22
2025-06-12,Z5,25.97,67.61,0,672.91
2025-06-13,Z1,27.18,63.62,0,560.17
2025-06-13,Z2,30.23,73.05,0,620.45
2025-06-13,Z3,27.12,64.91,0,604.64
2025-06-13,Z4,24.31,77.28,0,625.41
2025-06-13,Z5,28.19,63.42,0,672.48
2025-06-14,Z1,24.5,77.97,1,637.3
2025-06-14,Z2,28.65,61.25,1,710.39
2025-06-14,Z3,29.66,54.7,0,630.9
2025-06-14,Z4,27.43,64.62,0,641.77
2025-06-14,Z5,27.75,62.77,0,661.06
2025-06-15,Z1,26.25,68.69,0,554.25
2025-06-15,Z2,25.73,61.12,0,573.08
2025-06-15,Z3,25.43,72.61,0,622.95
2025-06-15,Z4,26.88,64.64,0,658.32
2025-06-15,Z5,26.07,76.77,0,644.92
2025-06-16,Z1,25.0,73.88,0,561.52
2025-06-16,Z2,28.86,63.8,0,569.89
2025-06-16,Z3,29.59,67.99,0,625.17
2025-06-16,Z4,30.0,67.41,0,640.91
2025-06-16,Z5,25.24,74.23,0,662.5
2025-06-17,Z1,29.7,70.56,0,603.21
2025-06-17,Z2,32.03,59.88,0,579.3
2025-06-17,Z3,25.9,74.82,0,621.05
2025-06-17,Z4,27.84,69.29,0,670.69
2025-06-17,Z5,28.06,70.26,0,650.52
2025-06-18,Z1,29.1,68.15,0,607.17
2025-06-18,Z2,30.68,72.44,0,648.66
2025-06-18,Z3,23.99,68.39,0,603.27
2025-06-18,Z4,25.23,72.86,0,601.23
2025-06-18,Z5,27.87,62.19,0,641.62
2025-06-19,Z1,22.91,71.05,0,556.01
2025-06-19,Z2,24.99,79.56,0,588.16
2025-06-19,Z3,25.39,70.7,0,606.1
2025-06-19,Z4,27.5,72.18,0,628.95
2025-06-19,Z5,27.14,68.85,0,638.82
2025-06-20,Z1,26.62,72.24,0,557.49
2025-06-20,Z2,29.04,75.47,1,728.15
2025-06-20,Z3,28.24,72.05,0,627.73
2025-06-20,Z4,27.47,70.79,0,618.6
2025-06-20,Z5,26.49,68.74,0,672.7
2025-06-21,Z1,24.31,60.84,0,550.31
2025-06-21,Z2,27.26,70.97,0,630.73
2025-06-21,Z3,25.48,67.63,0,604.66
2025-06-21,Z4,24.97,76.81,0,633.84
2025-06-21,Z5,26.2,71.85,0,708.58
2025-06-22,Z1,22.32,77.06,0,524.93
2025-06-22,Z2,25.44,68.15,0,567.42
2025-06-22,Z3,29.47,53.1,0,590.67
2025-06-22,Z4,28.66,62.25,0,601.11
2025-06-22,Z5,24.32,76.37,0,628.96
2025-06-23,Z1,27.11,76.55,0,604.05
2025-06-23,Z2,27.52,69.29,0,613.65
2025-06-23,Z3,29.34,63.37,0,586.66
2025-06-23,Z4,25.74,71.35,0,679.67
2025-06-23,Z5,25.17,65.56,0,634.21
2025-06-24,Z1,26.68,63.8,0,574.19
2025-06-24,Z2,23.75,81.11,0,591.8
2025-06-24,Z3,28.12,59.16,0,610.13
2025-06-24,Z4,28.86,62.13,0,662.46
2025-06-24,Z5,23.56,70.7,0,589.34
2025-06-25,Z1,27.73,65.39,0,569.55
2025-06-25,Z2,24.06,77.09,0,615.2
2025-06-25,Z3,24.96,58.76,1,653.62
2025-06-25,Z4,25.08,68.22,0,615.3
2025-06-25,Z5,26.79,67.3,0,639.06
2025-06-26,Z1,26.86,63.24,1,620.07
2025-06-26,Z2,24.57,65.79,0,563.37
2025-06-26,Z3,22.36,65.87,0,610.45
2025-06-26,Z4,24.39,71.48,1,728.26
2025-06-26,Z5,25.79,63.23,0,596.86
2025-06-27,Z1,28.75,62.08,0,566.96
2025-06-27,Z2,26.79,64.57,0,585.05
2025-06-27,Z3,24.41,75.57,0,611.53
2025-06-27,Z4,27.99,64.19,0,634.75
2025-06-27,Z5,24.19,69.79,0,649.18
2025-06-28,Z1,25.45,69.17,0,546.84
2025-06-28,Z2,25.95,75.07,0,604.05
2025-06-28,Z3,30.15,62.83,0,612.69
2025-06-28,Z4,27.4,70.4,0,623.72
2025-06-28,Z5,26.47,55.86,0,627.26
2025-06-29,Z1,26.38,75.52,1,680.38
2025-06-29,Z2,24.08,68.9,0,545.16
2025-06-29,Z3,28.49,67.17,1,710.46
2025-06-29,Z4,22.84,69.49,0,608.26
2025-06-29,Z5,27.85,72.86,0,657.31
2025-06-30,Z1,26.15,74.36,0,547.46
2025-06-30,Z2,28.75,66.51,0,614.56
2025-06-30,Z3,26.41,62.21,0,623.68
2025-06-30,Z4,26.37,60.91,0,615.4
2025-06-30,Z5,25.04,65.94,0,621.82
2025-07-01,Z1,23.99,68.32,0,545.84
2025-07-01,Z2,19.23,86.04,0,561.94
2025-07-01,Z3,25.46,65.9,0,595.7
2025-07-01,Z4,28.48,76.01,0,670.78
2025-07-01,Z5,25.22,80.29,0,674.31
2025-07-02,Z1,24.0,69.9,0,519.09
2025-07-02,Z2,25.15,71.44,0,586.73
2025-07-02,Z3,26.87,57.6,0,567.89
2025-07-02,Z4,28.45,53.34,0,607.85
2025-07-02,Z5,22.89,69.53,0,624.41
2025-07-03,Z1,25.76,64.66,0,578.07
2025-07-03,Z2,24.09,69.84,0,584.81
2025-07-03,Z3,26.82,61.16,1,749.79
2025-07-03,Z4,24.38,68.84,0,622.74
2025-07-03,Z5,24.05,68.47,0,641.22
2025-07-04,Z1,25.22,69.48,0,548.74
2025-07-04,Z2,26.73,65.5,0,616.8
2025-07-04,Z3,25.44,71.94,0,610.58
2025-07-04,Z4,23.84,69.91,0,589.12
2025-07-04,Z5,25.58,56.96,1,726.49
2025-07-05,Z1,22.74,67.25,0,530.76
2025-07-05,Z2,23.23,65.9,0,505.13
2025-07-05,Z3,23.36,77.36,0,566.91
2025-07-05,Z4,24.19,64.61,0,574.82
2025-07-05,Z5,25.08,75.95,0,640.02
2025-07-06,Z1,25.98,63.63,0,568.27
2025-07-06,Z2,25.88,67.81,0,631.5
2025-07-06,Z3,23.16,64.0,0,536.35
2025-07-06,Z4,24.47,70.53,0,612.22
2025-07-06,Z5,25.51,70.11,0,626.45
2025-07-07,Z1,23.93,75.33,0,604.52
2025-07-07,Z2,25.97,69.29,0,605.07
2025-07-07,Z3,24.42,76.84,0,616.91
2025-07-07,Z4,24.7,71.27,0,608.67
2025-07-07,Z5,22.47,69.38,0,603.57
2025-07-08,Z1,28.13,73.52,0,577.61
2025-07-08,Z2,24.28,63.27,0,562.69
2025-07-08,Z3,26.36,66.66,0,630.95
2025-07-08,Z4,26.25,68.21,0,646.41
2025-07-08,Z5,26.4,74.33,1,772.87
2025-07-09,Z1,22.98,70.63,0,554.16
2025-07-09,Z2,27.81,67.19,0,612.72
2025-07-09,Z3,25.28,65.68,0,559.78
2025-07-09,Z4,23.78,71.78,1,733.88
2025-07-09,Z5,22.31,76.49,1,752.56
2025-07-10,Z1,21.57,72.01,0,547.2
2025-07-10,Z2,26.79,68.32,0,561.73
2025-07-10,Z3,27.34,62.92,0,594.52
2025-07-10,Z4,20.71,70.13,0,573.14
2025-07-10,Z5,23.07,75.65,0,605.7
2025-07-11,Z1,21.06,73.83,0,521.54
2025-07-11,Z2,21.75,67.68,0,541.81
2025-07-11,Z3,24.81,67.37,0,601.65
2025-07-11,Z4,23.67,73.15,0,660.08
2025-07-11,Z5,23.39,66.38,0,620.46
2025-07-12,Z1,23.95,72.61,0,554.24
2025-07-12,Z2,23.88,77.13,0,600.84
2025-07-12,Z3,22.92,73.78,0,598.93
2025-07-12,Z4,21.76,77.47,0,632.03
2025-07-12,Z5,23.07,72.29,0,625.09
2025-07-13,Z1,26.65,66.6,0,587.37
2025-07-13,Z2,23.39,77.76,0,584.46
2025-07-13,Z3,26.65,64.05,0,647.17
2025-07-13,Z4,24.1,75.1,0,632.46
2025-07-13,Z5,24.91,65.2,0,657.8
2025-07-14,Z1,21.72,74.94,0,545.11
2025-07-14,Z2,23.24,64.83,0,571.45
2025-07-14,Z3,22.58,73.95,0,568.13
2025-07-14,Z4,22.26,72.86,1,698.51
2025-07-14,Z5,19.99,68.43,0,542.35
2025-07-15,Z1,24.58,70.49,0,578.6
2025-07-15,Z2,22.33,72.13,0,531.87
2025-07-15,Z3,26.19,75.81,0,613.49
2025-07-15,Z4,23.69,76.66,0,589.73
2025-07-15,Z5,22.13,73.3,0,656.62
2025-07-16,Z1,24.12,70.27,0,525.29
2025-07-16,Z2,21.71,75.68,0,578.65
2025-07-16,Z3,23.17,72.67,0,591.4
2025-07-16,Z4,20.45,68.39,0,550.55
2025-07-16,Z5,21.36,75.29,0,619.31
2025-07-17,Z1,21.46,70.67,0,554.86
2025-07-17,Z2,22.57,82.64,0,581.59
2025-07-17,Z3,25.37,69.58,1,708.06
2025-07-17,Z4,20.74,78.38,0,608.42
2025-07-17,Z5,21.24,66.66,0,592.87
2025-07-18,Z1,24.2,68.31,0,528.96
2025-07-18,Z2,20.62,75.56,0,529.55
2025-07-18,Z3,18.54,70.32,0,548.61
2025-07-18,Z4,24.03,67.36,1,700.72
2025-07-18,Z5,21.9,71.47,0,599.7
2025-07-19,Z1,21.05,72.03,0,538.21
2025-07-19,Z2,22.39,79.12,0,573.34
2025-07-19,Z3,22.47,80.38,1,701.91
2025-07-19,Z4,21.7,74.36,0,585.3
2025-07-19,Z5,19.11,80.56,0,569.31
2025-07-20,Z1,20.08,77.48,0,564.55
2025-07-20,Z2,21.9,77.05,0,595.32
2025-07-20,Z3,20.16,75.33,0,561.84
2025-07-20,Z4,21.68,72.65,0,606.98
2025-07-20,Z5,21.07,68.01,1,712.67
2025-07-21,Z1,20.61,80.97,0,535.48
2025-07-21,Z2,19.35,78.08,0,556.58
2025-07-21,Z3,23.43,65.32,0,555.92
2025-07-21,Z4,19.77,73.25,0,575.76
2025-07-21,Z5,24.07,69.54,0,624.89
2025-07-22,Z1,23.5,64.64,0,517.59
2025-07-22,Z2,24.35,68.21,0,581.92
2025-07-22,Z3,20.49,76.97,0,571.35
2025-07-22,Z4,23.15,66.3,0,620.72
2025-07-22,Z5,18.75,79.2,0,597.7
2025-07-23,Z1,20.85,68.84,0,523.61
2025-07-23,Z2,22.02,81.25,0,609.57
2025-07-23,Z3,26.21,66.44,1,693.98
2025-07-23,Z4,19.19,68.43,0,577.98
2025-07-23,Z5,21.11,76.98,0,653.04
2025-07-24,Z1,18.16,75.86,0,514.12
2025-07-24,Z2,22.8,73.69,0,567.72
2025-07-24,Z3,16.83,77.36,1,679.63
2025-07-24,Z4,22.02,70.28,0,618.04
2025-07-24,Z5,20.44,79.57,0,625.83
2025-07-25,Z1,22.21,76.72,0,563.52
2025-07-25,Z2,19.95,74.4,0,537.32
2025-07-25,Z3,24.94,66.35,0,618.08
2025-07-25,Z4,22.24,69.08,0,582.96
2025-07-25,Z5,19.2,75.21,0,637.35
2025-07-26,Z1,20.73,77.01,0,541.07
2025-07-26,Z2,22.81,67.13,0,573.65
2025-07-26,Z3,20.38,72.94,0,583.98
2025-07-26,Z4,18.53,77.38,0,607.3
2025-07-26,Z5,22.25,80.39,0,601.57
2025-07-27,Z1,22.48,69.66,0,543.09
2025-07-27,Z2,20.05,71.09,0,509.67
2025-07-27,Z3,23.76,77.06,0,602.47
2025-07-27,Z4,21.83,75.32,0,581.07
2025-07-27,Z5,20.25,76.33,0,651.39
2025-07-28,Z1,19.43,72.51,0,533.09
2025-07-28,Z2,16.84,80.21,0,552.76
2025-07-28,Z3,20.69,78.15,0,574.51
2025-07-28,Z4,19.19,88.24,0,635.01
2025-07-28,Z5,19.8,69.69,0,599.32
2025-07-29,Z1,20.69,67.94,0,528.98
2025-07-29,Z2,23.17,80.04,0,544.24
2025-07-29,Z3,21.15,66.79,0,564.6
2025-07-29,Z4,24.29,66.84,0,616.85
2025-07-29,Z5,17.04,80.72,1,693.83
2025-07-30,Z1,16.16,78.98,0,506.64
2025-07-30,Z2,19.2,78.79,0,546.5
2025-07-30,Z3,23.58,73.23,0,642.87
2025-07-30,Z4,21.04,73.46,0,563.34
2025-07-30,Z5,19.31,78.85,0,643.71
2025-07-31,Z1,20.19,75.4,0,518.87
2025-07-31,Z2,19.98,72.13,0,533.67
2025-07-31,Z3,16.98,77.72,0,540.2
2025-07-31,Z4,16.43,82.48,0,570.91
2025-07-31,Z5,18.51,77.58,1,696.67
2025-08-01,Z1,23.18,75.83,0,542.56
2025-08-01,Z2,24.28,78.82,0,589.66
2025-08-01,Z3,21.02,72.87,0,591.39
2025-08-01,Z4,19.93,79.71,0,642.91
2025-08-01,Z5,21.85,71.07,0,598.15
2025-08-02,Z1,19.91,81.94,0,510.49
2025-08-02,Z2,20.76,75.21,0,560.92
2025-08-02,Z3,17.82,74.67,0,580.43
2025-08-02,Z4,21.34,75.06,0,592.9
2025-08-02,Z5,18.3,80.51,0,630.01
2025-08-03,Z1,20.84,70.64,0,539.24
2025-08-03,Z2,17.04,77.49,0,526.42
2025-08-03,Z3,18.92,74.56,0,552.29
2025-08-03,Z4,22.64,70.55,0,603.17
2025-08-03,Z5,22.32,71.56,0,623.24
2025-08-04,Z1,17.83,76.14,0,530.12
2025-08-04,Z2,17.35,84.75,1,630.08
2025-08-04,Z3,17.11,82.98,1,678.24
2025-08-04,Z4,20.74,71.31,0,585.3
2025-08-04,Z5,18.3,71.8,1,668.2
2025-08-05,Z1,22.11,77.32,1,675.74
2025-08-05,Z2,18.42,81.86,0,547.32
2025-08-05,Z3,21.7,69.42,0,550.72
2025-08-05,Z4,23.64,67.16,0,618.42
2025-08-05,Z5,18.92,66.63,0,561.45
2025-08-06,Z1,15.9,79.7,0,493.88
2025-08-06,Z2,19.88,69.64,0,572.26
2025-08-06,Z3,17.9,77.78,0,506.35
2025-08-06,Z4,21.4,79.96,0,614.22
2025-08-06,Z5,19.18,76.16,1,651.47
2025-08-07,Z1,20.36,82.83,0,545.93
2025-08-07,Z2,21.33,61.88,1,624.12
2025-08-07,Z3,18.09,78.13,0,545.67
2025-08-07,Z4,19.05,64.95,0,588.72
2025-08-07,Z5,20.18,72.44,0,569.04
2025-08-08,Z1,19.21,81.52,0,534.75
2025-08-08,Z2,18.39,75.38,0,534.81
2025-08-08,Z3,22.0,70.01,0,566.27
2025-08-08,Z4,18.63,78.82,1,660.13
2025-08-08,Z5,18.86,75.64,0,621.69
2025-08-09,Z1,19.4,73.05,0,519.37
2025-08-09,Z2,16.63,71.82,0,555.39
2025-08-09,Z3,19.64,76.68,0,536.31
2025-08-09,Z4,24.12,75.34,0,618.56
2025-08-09,Z5,21.04,66.13,1,700.81
2025-08-10,Z1,19.83,66.46,1,604.16
2025-08-10,Z2,19.2,70.35,0,520.78
2025-08-10,Z3,15.57,75.46,0,538.46
2025-08-10,Z4,19.7,61.03,0,548.04
2025-08-10,Z5,18.2,76.01,0,606.18
2025-08-11,Z1,18.67,79.12,0,520.82
2025-08-11,Z2,15.29,85.17,1,650.75
2025-08-11,Z3,19.23,66.75,0,523.81
2025-08-11,Z4,17.91,89.65,0,601.76
